Fname,Lname,Position,team,GP,G,A,P,PPG,PIM,Success,season,Standing
Timi,Winterhalter,1,Blues U16 Akatemia,1,0,0,0,0.00,0,0,2014-2015,10.0
Julien,Ménes,1,Blues U16 Akatemia,1,0,0,0,0.00,0,0,2014-2015,10.0
Tuomas,Hassinen,1,Blues U16 Akatemia,1,0,0,0,0.00,0,0,2014-2015,10.0
Rasmus,Elo,1,Lukko U16,1,0,0,0,0.00,0,0,2014-2015,9.0
Oskari,Kärkimaa,1,Ilves U16,1,0,0,0,0.00,0,0,2014-2015,6.0
Joona,Aalto,1,HIFK U16,1,0,0,0,0.00,0,0,2014-2015,5.0
Elmo,Toivonen,1,HPK U16,1,0,0,0,0.00,0,0,2014-2015,8.0
Alexander,Lindroos,1,Blues U16 Akatemia,1,0,0,0,0.00,0,0,2014-2015,10.0
Casimir,Vikman,1,Blues U16 Akatemia,1,0,0,0,0.00,0,0,2014-2015,10.0
Jonne,Ijäs,0,Ilves U16,1,0,0,0,0.00,0,0,2014-2015,6.0
Eetu,Parkkamäki,1,Ilves U16,1,0,0,0,0.00,0,0,2014-2015,6.0
Miro,Uunimäki,1,Blues U16,1,0,0,0,0.00,2,0,2014-2015,4.0
Markus,Saarinen,1,Lukko U16,2,0,0,0,0.00,0,0,2014-2015,9.0
Patrick,Kinnunen,0,Blues U16 Akatemia,2,0,0,0,0.00,0,0,2014-2015,10.0
Santeri,Aalto,1,Lukko U16,3,0,0,0,0.00,0,0,2014-2015,9.0
Niko,Koppström,0,Kärpät U16,3,0,0,0,0.00,0,0,2014-2015,1.0
Niko,Antila,0,Ilves U16,4,0,0,0,0.00,0,0,2014-2015,6.0
Teemu,Suolinna,0,Blues U16 Akatemia,5,0,0,0,0.00,0,0,2014-2015,10.0
Miro,Kyöttinen,0,KalPa U16,5,0,0,0,0.00,2,0,2014-2015,7.0
Riku,Leskinen,1,Lukko U16,6,0,0,0,0.00,0,0,2014-2015,9.0
Jere,Pursiainen,0,KalPa U16,6,0,0,0,0.00,2,0,2014-2015,7.0
Roope,Lahtoniemi,1,KalPa U16,10,0,0,0,0.00,0,0,2014-2015,7.0
Toni,Tynkkynen,1,Lukko U16,14,0,0,0,0.00,8,0,2014-2015,9.0
Jyri,Järvenpää,1,HPK U16,14,0,0,0,0.00,43,0,2014-2015,8.0
Joonas,Kallio,0,HIFK U16,16,0,0,0,0.00,10,0,2014-2015,5.0
Berk,Kocak,1,HIFK U16,20,0,0,0,0.00,10,0,2014-2015,5.0
Eemeli,Lehtonen,1,Lukko U16,24,0,0,0,0.00,0,0,2014-2015,9.0
Aleksi,Heponiemi,1,Ilves U16,31,26,50,76,2.45,16,1,2014-2015,6.0
Aleksi,Klemetti,1,KalPa U16,27,20,44,64,2.37,10,1,2014-2015,7.0
Juho,Korhonen,0,Kärpät U16,32,19,37,56,1.75,8,1,2014-2015,1.0
Miro,Nalli,1,Ilves U16,32,20,33,53,1.66,14,1,2014-2015,6.0
Olli,Valtola,1,TPS U16,31,27,25,52,1.68,60,1,2014-2015,2.0
Jesse,Ylönen,1,Blues U16,23,22,28,50,2.17,10,1,2014-2015,4.0
Lauri,Kulmala,1,HIFK U16,32,20,27,47,1.47,32,1,2014-2015,5.0
Pekka,Suhonen,1,KalPa U16,30,17,26,43,1.43,8,1,2014-2015,7.0
Arttu,Nevasaari,1,Kärpät U16,29,23,13,36,1.24,10,1,2014-2015,1.0
Ville,Heikkala,1,Kärpät U16,32,11,25,36,1.13,8,1,2014-2015,1.0
Olli,Maansaari,1,HPK U16,34,17,18,35,1.03,22,1,2014-2015,8.0
Lauri,Pajuniemi,1,TPS U16,21,14,21,35,1.67,6,1,2014-2015,2.0
Kristian,Tanus,1,Tappara U16,24,9,26,35,1.46,8,1,2014-2015,3.0
Robert,Arrak,1,Blues U16,26,15,18,33,1.27,18,1,2014-2015,4.0
Joona,Riekkinen,0,KalPa U16,32,13,20,33,1.03,20,1,2014-2015,7.0
Valtteri,Puustinen,1,KalPa U16,32,10,14,24,0.75,10,1,2014-2015,7.0
Toni,Utunen,0,Tappara U16,30,7,17,24,0.80,16,1,2014-2015,3.0
Teemu,Engberg,1,HIFK U16,23,14,8,22,0.96,16,1,2014-2015,5.0
Niklas,Virtanen,1,Lukko U16,28,9,12,21,0.75,2,1,2014-2015,9.0
Aatu,Luusuaniemi,1,Kärpät U16,8,8,13,21,2.63,18,1,2014-2015,1.0
Lenni,Killinen,1,Blues U16,26,14,6,20,0.77,14,1,2014-2015,4.0
Eetu,Päkkilä,1,Kärpät U16,29,12,8,20,0.69,2,1,2014-2015,1.0
Jesse,Koskenkorva,1,Kärpät U16,14,9,11,20,1.43,27,1,2014-2015,1.0
Kristjan,Kombe,1,HPK U16,31,7,13,20,0.65,38,1,2014-2015,8.0
Roope,Reini,0,TPS U16,17,5,13,18,1.06,10,1,2014-2015,2.0
Vili,Laitinen,0,Blues U16,32,5,9,14,0.44,10,1,2014-2015,4.0
Matias,Maccelli,1,TPS U16,16,2,12,14,0.88,0,1,2014-2015,2.0
Patrik,Siikanen,1,Blues U16 Akatemia,10,6,7,13,1.30,18,1,2014-2015,10.0
Saku,Vesterinen,0,KalPa U16,26,2,11,13,0.50,18,1,2014-2015,7.0
Niklas,Ylitalo,1,Lukko U16,30,7,5,12,0.40,10,1,2014-2015,9.0
Jaakko,Haarti,0,Blues U16,30,1,11,12,0.40,12,1,2014-2015,4.0
Niklas,Nordgren,1,HIFK U16,10,8,3,11,1.10,6,1,2014-2015,5.0
Aleks,Haatanen,1,Blues U16,18,3,7,10,0.56,4,1,2014-2015,4.0
Nuutti,Viitasalo,0,TPS U16,25,2,8,10,0.40,84,1,2014-2015,2.0
Daniil,Troshin,0,Ilves U16,30,2,7,9,0.30,30,1,2014-2015,6.0
Kim,Nousiainen,0,KalPa U16,32,1,8,9,0.28,8,1,2014-2015,7.0
Oskari,Laaksonen,0,Ilves U16,30,1,7,8,0.27,14,1,2014-2015,6.0
Einari,Luhanka,0,HIFK U16,14,1,6,7,0.50,8,1,2014-2015,5.0
Saku,Salminen,0,Tappara U16,19,1,4,5,0.26,10,1,2014-2015,3.0
Miro,Heiskanen,0,HIFK U16,9,2,2,4,0.44,6,1,2014-2015,5.0
Lassi,Thomson,0,Ilves U16,19,2,2,4,0.21,6,1,2014-2015,6.0
Axel,Rindell,0,Blues U16 Akatemia,9,1,3,4,0.44,4,1,2014-2015,10.0
Bernard,Isiguzo,0,Blues U16,9,1,3,4,0.44,37,1,2014-2015,4.0
Olli,Vanttaja,0,Kärpät U16,20,0,4,4,0.20,10,1,2014-2015,1.0
Teemu,Kiviniemi,0,Kärpät U16,26,2,1,3,0.12,2,1,2014-2015,1.0
Konsta,Hirvonen,1,Blues U16 Akatemia,7,0,3,3,0.43,2,1,2014-2015,10.0
Olli,Kaskinen,0,TPS U16,4,0,2,2,0.50,2,1,2014-2015,2.0
Noel,Pietilä,0,Blues U16,2,0,1,1,0.50,0,1,2014-2015,4.0
Aleksi,Anttalainen,0,TPS U16,4,0,1,1,0.25,10,1,2014-2015,2.0
Jaakko,Niskala,0,Kärpät U16,25,0,1,1,0.04,4,1,2014-2015,1.0
Joni,Ikonen,1,Blues U16,0,0,0,0,0.00,0,1,2014-2015,4.0
Kristian,Vesalainen,1,HIFK U16,0,0,0,0,0.00,0,1,2014-2015,5.0
Jasper,Rannisto,0,HIFK U16,0,0,0,0,0.00,0,1,2014-2015,5.0
Santeri,Virtanen,1,TPS U16,0,0,0,0,0.00,0,1,2014-2015,2.0
Tom,Grönblom,0,Blues U16 Akatemia,1,0,0,0,0.00,2,1,2014-2015,10.0
Aatu,Aarnio,0,TPS U16,1,0,0,0,0.00,2,1,2014-2015,2.0
Jere,Jokinen,1,HPK U16,2,0,0,0,0.00,0,1,2014-2015,8.0
Kalle,Matikainen,1,Kärpät U16,3,0,0,0,0.00,0,1,2014-2015,1.0
Samuli,Vainionpää,1,Ilves U16,5,0,0,0,0.00,0,1,2014-2015,6.0
Veikka,Halonen,1,KalPa U16,28,15,39,54,1.93,2,0,2015-2016,8.0
Niko,Somppi,1,Blues U16,25,21,25,46,1.84,14,0,2015-2016,3.0
Leo,Landor,1,TPS U16,27,16,27,43,1.59,22,0,2015-2016,5.0
Oskari,Kärkimaa,1,Tappara U16,28,23,19,42,1.50,12,0,2015-2016,6.0
Jaakko,Innanen,1,Blues U16,28,17,25,42,1.50,14,0,2015-2016,3.0
Jere,Kivimäki,1,Tappara U16,27,16,25,41,1.52,20,0,2015-2016,6.0
Veeti,Miettinen,1,Blues U16,28,27,13,40,1.43,4,0,2015-2016,3.0
Davis,Kruskops,1,Blues U16,25,16,22,38,1.52,12,0,2015-2016,3.0
Jami,Krannila,1,Tappara U16,28,12,26,38,1.36,16,0,2015-2016,6.0
Rasmus,Savolainen,1,TPS U16,27,18,16,34,1.26,26,0,2015-2016,5.0
Jani-Petteri,Ylikännö,1,TPS U16,23,10,24,34,1.48,0,0,2015-2016,5.0
Lassi,Vitali,1,HIFK U16,27,14,19,33,1.22,12,0,2015-2016,1.0
Hannes,Hyytiäinen,1,Jokerit U16,27,13,19,32,1.19,2,0,2015-2016,4.0
Oskari,Rauhala,1,TPS U16,27,9,23,32,1.19,10,0,2015-2016,5.0
Miika,Heiskari,0,Blues U16,28,9,23,32,1.14,14,0,2015-2016,3.0
Otto,Etelätalo,1,HIFK U16,26,15,16,31,1.19,2,0,2015-2016,1.0
Sami,Lukkari,1,HPK U16,28,11,17,28,1.00,32,0,2015-2016,9.0
Santeri,Eskelinen,1,Jokerit U16,24,14,12,26,1.08,26,0,2015-2016,4.0
Joni,Virkkunen,1,Kärpät U16,23,12,14,26,1.13,12,0,2015-2016,2.0
Elmo,Toivonen,1,HPK U16,26,12,13,25,0.96,4,0,2015-2016,9.0
Elias,Vanninen,1,HIFK U16,27,6,19,25,0.93,2,0,2015-2016,1.0
Tomi,Mäntynen,1,JYP U16,24,14,10,24,1.00,16,0,2015-2016,7.0
Joona,Aalto,1,HIFK U16,24,13,11,24,1.00,35,0,2015-2016,1.0
Jules,Gallet,1,HIFK U16,25,10,14,24,0.96,16,0,2015-2016,1.0
Justus,Hakulinen,1,Jokerit U16,24,8,16,24,1.00,10,0,2015-2016,4.0
Erik,Alakiuttu,1,Blues U16,26,8,16,24,0.92,2,0,2015-2016,3.0
Aleksi,Soijärvi,1,KooKoo U16,26,4,18,22,0.85,52,0,2015-2016,10.0
Jonne,Brygger,1,Jokerit U16,28,10,11,21,0.75,42,0,2015-2016,4.0
Anton,Hänninen,1,KooKoo U16,26,9,12,21,0.81,10,0,2015-2016,10.0
Atte,Rantanen,1,KooKoo U16,28,12,8,20,0.71,45,0,2015-2016,10.0
Miro,Uunimäki,1,Blues U16,28,9,11,20,0.71,10,0,2015-2016,3.0
Miko,Pietilä,1,Kärpät U16,28,7,13,20,0.71,0,0,2015-2016,2.0
Topias,Ranta,0,JYP U16,26,3,17,20,0.77,88,0,2015-2016,7.0
Eetu,Kinnunen,1,KalPa U16,28,11,8,19,0.68,6,0,2015-2016,8.0
Riki,Vaali,1,Tappara U16,25,10,9,19,0.76,6,0,2015-2016,6.0
Janek,Jokinen,1,HPK U16,26,9,10,19,0.73,28,0,2015-2016,9.0
Santtu,Tiitinen,1,Kärpät U16,23,7,12,19,0.83,12,0,2015-2016,2.0
Jaakko,Vuorinen,0,Tappara U16,22,3,16,19,0.86,10,0,2015-2016,6.0
Lassi,Peltola,0,Tappara U16,24,3,16,19,0.79,16,0,2015-2016,6.0
Teemu,Lappalainen,1,JYP U16,28,11,7,18,0.64,24,0,2015-2016,7.0
Jose,Korsikko,1,KalPa U16,26,6,12,18,0.69,4,0,2015-2016,8.0
Toni,Henriksson,1,Tappara U16,22,12,5,17,0.77,16,0,2015-2016,6.0
Valtteri,Suni,1,HPK U16,24,8,9,17,0.71,8,0,2015-2016,9.0
Anton,Lehtonen,1,TPS U16,23,6,10,16,0.70,6,0,2015-2016,5.0
Casper,Hurri,0,Jokerit U16,25,4,12,16,0.64,6,0,2015-2016,4.0
Roope,Partanen,0,Jokerit U16,27,4,12,16,0.59,24,0,2015-2016,4.0
Eetu,Ruotsalainen,1,Kärpät U16,28,9,6,15,0.54,20,0,2015-2016,2.0
Jiri,Parviainen,1,KooKoo U16,16,7,8,15,0.94,6,0,2015-2016,10.0
Kristofer,Jõgi,1,Jokerit U16,25,7,8,15,0.60,44,0,2015-2016,4.0
Mathias,Hänninen,1,KooKoo U16,25,3,12,15,0.60,4,0,2015-2016,10.0
Emil,Mononen,1,Jokerit U16,25,7,7,14,0.56,4,0,2015-2016,4.0
Jere,Viinikainen,1,JYP U16,23,5,9,14,0.61,14,0,2015-2016,7.0
Nikolas,Huikari,0,Kärpät U16,24,2,12,14,0.58,20,0,2015-2016,2.0
Anton,Korhonen,1,HIFK U16,25,9,4,13,0.52,12,0,2015-2016,1.0
Verneri,Jalonen,1,HPK U16,26,2,11,13,0.50,34,0,2015-2016,9.0
Peetu,Sachse,1,JYP U16,25,0,13,13,0.52,0,0,2015-2016,7.0
Julius,Reunanen,1,TPS U16,24,5,7,12,0.50,18,0,2015-2016,5.0
Veeti,Kaplas,1,KooKoo U16,26,6,5,11,0.42,6,0,2015-2016,10.0
Leo,Kalilainen,0,JYP U16,27,6,5,11,0.41,6,0,2015-2016,7.0
Eetu,Kukka,1,HIFK U16,24,5,6,11,0.46,16,0,2015-2016,1.0
Eppu,Karuvaara,1,Jokerit U16,13,4,7,11,0.85,0,0,2015-2016,4.0
Joel,Lammi,0,TPS U16,25,2,9,11,0.44,10,0,2015-2016,5.0
Daniel,Takkunen,0,Blues U16,25,2,9,11,0.44,10,0,2015-2016,3.0
Aleksi,Käyrä,1,JYP U16,19,5,5,10,0.53,8,0,2015-2016,7.0
Jesse,Häyrinen,1,Jokerit U16,25,5,5,10,0.40,2,0,2015-2016,4.0
Santeri,Syrjälä,1,Kärpät U16,25,5,5,10,0.40,41,0,2015-2016,2.0
Samu,Kalin,1,TPS U16,26,5,5,10,0.39,8,0,2015-2016,5.0
Joona,Kiviniemi,1,Kärpät U16,14,4,6,10,0.71,0,0,2015-2016,2.0
Elias,Jarygin,1,JYP U16,20,4,6,10,0.50,26,0,2015-2016,7.0
Luukas,Kallioinen,0,JYP U16,25,3,7,10,0.40,6,0,2015-2016,7.0
Santeri,Peltola,1,Tappara U16,24,7,2,9,0.38,14,0,2015-2016,6.0
Henri,Holopainen,0,Jokerit U16,22,3,6,9,0.41,4,0,2015-2016,4.0
Topi,Lempinen,0,HPK U16,27,2,7,9,0.33,28,0,2015-2016,9.0
Matias,Hautala,0,Tappara U16,28,2,7,9,0.32,8,0,2015-2016,6.0
Leevi,Paakkala,0,HIFK U16,27,1,8,9,0.33,10,0,2015-2016,1.0
Jonathan,Korhonen,0,KalPa U16,28,1,8,9,0.32,28,0,2015-2016,8.0
Antti,Hiltunen,1,KalPa U16,28,6,2,8,0.29,8,0,2015-2016,8.0
Kevin,Jarygin,1,JYP U16,21,5,3,8,0.38,57,0,2015-2016,7.0
Joona,Haarti,0,Blues U16,22,4,4,8,0.36,12,0,2015-2016,3.0
Riku,Savolainen,1,KalPa U16,25,4,4,8,0.32,10,0,2015-2016,8.0
Joona,Tamminen,0,Blues U16,28,4,4,8,0.29,20,0,2015-2016,3.0
Teemu,Natri,0,KooKoo U16,26,3,5,8,0.31,18,0,2015-2016,10.0
Leevi,Nurminen,1,HPK U16,15,2,6,8,0.53,14,0,2015-2016,9.0
Arttu,Tuomaala,1,Kärpät U16,16,2,6,8,0.50,2,0,2015-2016,2.0
Joonas,Kiiskinen,1,KooKoo U16,27,2,6,8,0.30,24,0,2015-2016,10.0
Sampo,Matinlassi,0,Kärpät U16,27,2,6,8,0.30,47,0,2015-2016,2.0
Arttu,Niemi,0,HPK U16,25,1,7,8,0.32,4,0,2015-2016,9.0
Topi,Sipilä,0,Kärpät U16,26,1,7,8,0.31,20,0,2015-2016,2.0
Jasper,Lindqvist,0,KalPa U16,22,0,8,8,0.36,12,0,2015-2016,8.0
Wilhelm,Juvonen,1,Blues U16,17,4,3,7,0.41,14,0,2015-2016,3.0
Ville,Puhakka,0,KalPa U16,19,4,3,7,0.37,8,0,2015-2016,8.0
Teemu,Häkkinen,1,JYP U16,23,4,3,7,0.30,0,0,2015-2016,7.0
Markus,Väkevä,1,KooKoo U16,25,4,3,7,0.28,6,0,2015-2016,10.0
Eero,Lampinen,1,Tappara U16,28,4,3,7,0.25,26,0,2015-2016,6.0
Olli,Hytönen,1,Jokerit U16,17,3,4,7,0.41,0,0,2015-2016,4.0
Aaro,Palviainen,1,Tappara U16,25,2,5,7,0.28,2,0,2015-2016,6.0
Elias,Palo,1,HPK U16,27,2,5,7,0.26,4,0,2015-2016,9.0
Tatu,Tamminen,1,Jokerit U16,20,1,6,7,0.35,14,0,2015-2016,4.0
Olli,Kohonen,1,Jokerit U16,22,1,6,7,0.32,6,0,2015-2016,4.0
Matias,Liimatainen,0,Jokerit U16,25,0,7,7,0.28,12,0,2015-2016,4.0
Jaromir,Jokinen,1,HPK U16,25,4,2,6,0.24,16,0,2015-2016,9.0
Rasmus,Lahnaviik,1,Jokerit U16,6,3,3,6,1.00,0,0,2015-2016,4.0
Kaapo,Kosunen,1,Blues U16,7,3,3,6,0.86,0,0,2015-2016,3.0
Niklas,Suominen,0,KooKoo U16,23,3,3,6,0.26,8,0,2015-2016,10.0
Julius,Mäkinen,0,Blues U16,25,3,3,6,0.24,6,0,2015-2016,3.0
Niklas,Haverinen,1,Blues U16,25,3,3,6,0.24,20,0,2015-2016,3.0
Veeti,Lapveteläinen,0,KalPa U16,20,2,4,6,0.30,8,0,2015-2016,8.0
Elias,Pihala,0,TPS U16,24,2,4,6,0.25,4,0,2015-2016,5.0
Mico,Vuorinen,0,Tappara U16,24,2,4,6,0.25,12,0,2015-2016,6.0
Johannes,Ollinmäki,0,Tappara U16,26,2,4,6,0.23,20,0,2015-2016,6.0
Niko,Marttila,0,KooKoo U16,27,2,4,6,0.22,38,0,2015-2016,10.0
Antti,Vistala,1,Tappara U16,24,1,5,6,0.25,6,0,2015-2016,6.0
Teemu,Paloniemi,0,JYP U16,27,1,5,6,0.22,23,0,2015-2016,7.0
Veikka,Kalliokoski,0,HIFK U16,28,1,5,6,0.21,16,0,2015-2016,1.0
Elias,Lampi,0,TPS U16,28,1,5,6,0.21,28,0,2015-2016,5.0
Rasmus,Kiik,1,TPS U16,28,4,1,5,0.18,33,0,2015-2016,5.0
Kimi,Viljakainen,1,KalPa U16,22,3,2,5,0.23,22,0,2015-2016,8.0
Aaro,Leinonen,0,TPS U16,22,3,2,5,0.23,40,0,2015-2016,5.0
Jami,Hänninen,0,Jokerit U16,10,2,3,5,0.50,8,0,2015-2016,4.0
Sergei,Lisov,0,KooKoo U16,27,2,3,5,0.19,6,0,2015-2016,10.0
Alexander,Malmikoski,1,TPS U16,10,1,4,5,0.50,0,0,2015-2016,5.0
Jesse,Ukkola,1,Kärpät U16,18,1,4,5,0.28,8,0,2015-2016,2.0
Vili,Kolsi,1,KooKoo U16,27,1,4,5,0.19,20,0,2015-2016,10.0
Veeti,Hietaniemi,0,Tappara U16,28,1,4,5,0.18,12,0,2015-2016,6.0
Juho,Tiainen,0,JYP U16,6,0,5,5,0.83,0,0,2015-2016,7.0
Eetu,Uusitalo,0,TPS U16,26,0,5,5,0.19,18,0,2015-2016,5.0
Kimi,Paasikivi,1,Jokerit U16,22,3,1,4,0.18,2,0,2015-2016,4.0
Atte,Karhu,0,Kärpät U16,21,2,2,4,0.19,4,0,2015-2016,2.0
Simo,Eerola,1,KooKoo U16,21,2,2,4,0.19,4,0,2015-2016,10.0
Manu,Räty,0,KooKoo U16,26,2,2,4,0.15,2,0,2015-2016,10.0
Jere,Koskinen,1,Blues U16,7,1,3,4,0.57,2,0,2015-2016,3.0
Joonas,Kalve,1,KooKoo U16,23,1,3,4,0.17,12,0,2015-2016,10.0
Johannes,Tanskanen,0,Tappara U16,18,0,4,4,0.22,14,0,2015-2016,6.0
Nuutti,Laatikainen,0,HIFK U16,26,0,4,4,0.15,6,0,2015-2016,1.0
Tom,Kulmala,1,Tappara U16,13,2,1,3,0.23,2,0,2015-2016,6.0
Niko,Pennanen,0,KalPa U16,25,2,1,3,0.12,2,0,2015-2016,8.0
Miro,Tanner,1,JYP U16,9,1,2,3,0.33,0,0,2015-2016,7.0
Niko,Lassila,1,JYP U16,17,1,2,3,0.18,2,0,2015-2016,7.0
Ilmari,Pieviläinen,1,HIFK U16,18,1,2,3,0.17,0,0,2015-2016,1.0
Tino,Huuskonen,0,KalPa U16,21,1,2,3,0.14,12,0,2015-2016,8.0
Juuso,Hyttinen,1,HIFK U16,23,1,2,3,0.13,0,0,2015-2016,1.0
Kristian,Mäkinen,1,JYP U16,3,0,3,3,1.00,0,0,2015-2016,7.0
Tomas,Totro,1,Jokerit U16,7,0,3,3,0.43,4,0,2015-2016,4.0
Rudi,Maarni,1,Blues U16,9,0,3,3,0.33,0,0,2015-2016,3.0
Patrik,Fjäder,0,HIFK U16,20,2,0,2,0.10,18,0,2015-2016,1.0
Juuso,Niemelä,1,HPK U16,20,1,1,2,0.10,4,0,2015-2016,9.0
Axel,Sjölund,1,Blues U16,7,0,2,2,0.29,0,0,2015-2016,3.0
Jonne,Korhonen,1,KalPa U16,24,0,2,2,0.08,10,0,2015-2016,8.0
Tomi,Palo,1,HPK U16,2,1,0,1,0.50,0,0,2015-2016,9.0
Aapo,Kaskinen,1,TPS U16,2,1,0,1,0.50,0,0,2015-2016,5.0
Lassi,Kankkunen,1,KalPa U16,2,1,0,1,0.50,2,0,2015-2016,8.0
Taneli,Kovaniemi,1,Kärpät U16,4,1,0,1,0.25,0,0,2015-2016,2.0
Emil,Buchert,0,HIFK U16,5,1,0,1,0.20,0,0,2015-2016,1.0
Kaius,Forsell,1,Blues U16,5,1,0,1,0.20,0,0,2015-2016,3.0
Anton,Sikorski,1,Kärpät U16,7,1,0,1,0.14,0,0,2015-2016,2.0
Eelis,Uuttu,1,Jokerit U16,7,1,0,1,0.14,2,0,2015-2016,4.0
Eetu,Oksman,0,Tappara U16,12,1,0,1,0.08,2,0,2015-2016,6.0
Tuomas,Tilli,0,Jokerit U16,1,0,1,1,1.00,0,0,2015-2016,4.0
Matias,Kutvonen,0,Blues U16,2,0,1,1,0.50,2,0,2015-2016,3.0
Anton,Sihvonen,1,HPK U16,3,0,1,1,0.33,0,0,2015-2016,9.0
Luka,Nyman,0,Jokerit U16,8,0,1,1,0.13,0,0,2015-2016,4.0
Kasperi,Kauppi,0,HIFK U16,8,0,1,1,0.13,2,0,2015-2016,1.0
Samppa,Saarinen,0,HPK U16,9,0,1,1,0.11,0,0,2015-2016,9.0
Joel,Backlund,0,Jokerit U16,10,0,1,1,0.10,0,0,2015-2016,4.0
Jere,Aho,0,JYP U16,12,0,1,1,0.08,0,0,2015-2016,7.0
Aleksi,Partio,1,Tappara U16,12,0,1,1,0.08,2,0,2015-2016,6.0
Kasper,Virta,1,HPK U16,12,0,1,1,0.08,2,0,2015-2016,9.0
Tuukka,Nokelainen,0,JYP U16,14,0,1,1,0.07,2,0,2015-2016,7.0
Valtteri,Hyyrynen,0,KooKoo U16,17,0,1,1,0.06,2,0,2015-2016,10.0
Eemeli,Laine,0,HIFK U16,17,0,1,1,0.06,4,0,2015-2016,1.0
Arttu,Levonne,0,HPK U16,21,0,1,1,0.05,20,0,2015-2016,9.0
Sebastian,Linnera,0,JYP U16,24,0,1,1,0.04,12,0,2015-2016,7.0
Eerik,Aarresuo,1,HPK U16,27,0,1,1,0.04,14,0,2015-2016,9.0
Leevi,Lepistö,1,HIFK U16,0,0,0,0,0.00,0,0,2015-2016,1.0
Eetu,Hassinen,1,HIFK U16,0,0,0,0,0.00,0,0,2015-2016,1.0
Jiri,Karjalainen,0,Tappara U16,0,0,0,0,0.00,0,0,2015-2016,6.0
Joona,Brask,1,KalPa U16,0,0,0,0,0.00,0,0,2015-2016,8.0
Miika,Oja,0,Kärpät U16,0,0,0,0,0.00,0,0,2015-2016,2.0
Lassi,Laitinen,0,JYP U16,0,0,0,0,0.00,0,0,2015-2016,7.0
Uula,Ruikka,0,Kärpät U16,0,0,0,0,0.00,0,0,2015-2016,2.0
Luukas,Kannisto,1,HPK U16,0,0,0,0,0.00,0,0,2015-2016,9.0
Mikala,Tinius,1,Tappara U16,0,0,0,0,0.00,0,0,2015-2016,6.0
Joni,Ryhänen,1,KooKoo U16,1,0,0,0,0.00,0,0,2015-2016,10.0
Kasperi,Heinänen,1,HPK U16,1,0,0,0,0.00,0,0,2015-2016,9.0
Elias,Ruohomäki,1,TPS U16,1,0,0,0,0.00,0,0,2015-2016,5.0
Kalle,Kiri,1,KooKoo U16,2,0,0,0,0.00,0,0,2015-2016,10.0
Aaro,Korppi,0,KooKoo U16,2,0,0,0,0.00,0,0,2015-2016,10.0
Eero,Kiiski,0,HIFK U16,2,0,0,0,0.00,0,0,2015-2016,1.0
Arttu,Hämäläinen,0,KooKoo U16,3,0,0,0,0.00,0,0,2015-2016,10.0
Teppo,Puurunen,0,Kärpät U16,3,0,0,0,0.00,0,0,2015-2016,2.0
Joonas,Sillanpää,0,HIFK U16,3,0,0,0,0.00,0,0,2015-2016,1.0
Ilari,Vähäuski,1,KooKoo U16,3,0,0,0,0.00,2,0,2015-2016,10.0
Ville,Mikkonen,0,HPK U16,3,0,0,0,0.00,2,0,2015-2016,9.0
Oskari,Oksanen,0,TPS U16,4,0,0,0,0.00,0,0,2015-2016,5.0
Roni,Rönkkönen,1,HPK U16,5,0,0,0,0.00,0,0,2015-2016,9.0
Aapo,Niskanen,0,KalPa U16,6,0,0,0,0.00,0,0,2015-2016,8.0
Antti,Vehviläinen,0,KalPa U16,14,0,0,0,0.00,4,0,2015-2016,8.0
Waltteri,Virtanen,0,HIFK U16,15,0,0,0,0.00,4,0,2015-2016,1.0
Vihtori,Kainulainen,1,KalPa U16,18,0,0,0,0.00,6,0,2015-2016,8.0
Jakob,Wetzelsberger,0,HPK U16,22,0,0,0,0.00,6,0,2015-2016,9.0
Kasper,Tarvainen,1,KalPa U16,27,0,0,0,0.00,0,0,2015-2016,8.0
Leevi,Aaltonen,1,KalPa U16,27,26,44,70,2.59,39,1,2015-2016,8.0
Kalle,Matikainen,1,Kärpät U16,25,23,29,52,2.08,24,1,2015-2016,2.0
Kristian,Tanus,1,Tappara U16,27,22,29,51,1.89,16,1,2015-2016,6.0
Aleks,Haatanen,1,Blues U16,22,16,33,49,2.23,8,1,2015-2016,3.0
Konsta,Hirvonen,1,Blues U16,22,20,28,48,2.18,16,1,2015-2016,3.0
Pekka,Suhonen,1,KalPa U16,25,23,19,42,1.68,34,1,2015-2016,8.0
Eemil,Erholtz,1,Kärpät U16,26,16,22,38,1.46,16,1,2015-2016,2.0
Juuso,Heikkilä,1,Kärpät U16,28,16,22,38,1.36,14,1,2015-2016,2.0
Henri,Nikkanen,1,JYP U16,27,20,15,35,1.30,10,1,2015-2016,7.0
Lari,Heikkinen,1,Kärpät U16,28,18,16,34,1.21,40,1,2015-2016,2.0
Wiljami,Myllylä,1,JYP U16,27,14,20,34,1.26,4,1,2015-2016,7.0
Severi,Immonen,1,KalPa U16,27,20,12,32,1.19,22,1,2015-2016,8.0
Axel,Rindell,0,Blues U16,27,12,19,31,1.15,35,1,2015-2016,3.0
Kristjan,Kombe,1,HPK U16,19,11,19,30,1.58,36,1,2015-2016,9.0
Aapo,Holtinkoski,0,Kärpät U16,28,11,19,30,1.07,12,1,2015-2016,2.0
Joni,Airo,1,JYP U16,24,10,19,29,1.21,14,1,2015-2016,7.0
Jere,Jokinen,1,HPK U16,28,19,9,28,1.00,28,1,2015-2016,9.0
